"","DAUID","X","Y","CDUID","CDNAME","CDTYPE","CCSUID","CCSNAME","CSDUID","CSDNAME","CSDTYPE","ERUID","ERNAME","SACCODE","SACTYPE","CMAUID","CMAPUID","CMANAME","CMATYPE","CTUID","CTNAME","ADAUID","Pop","Income","Dwellval","Dwellings","Owners","comm_struc","sector","name","class","Evacuated","DN","percedu","In200m","In400m","Distance_m","Elevation","prop65p","med_age","age2544","age4564","age65.","phigh","percown","incomecat","vlrisk","E"
"1109",48061557,4683145.839,1932872.827,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.17,77.17,48060039,480,105222,389650,225,205,"1980s/1990s","NORTHWEST","EDGEMONT","Residential","No",1,67.816092,0,0,2546.345665,195.729458,0.347368421,41.2,40.84507042,39.43661972,19.71830986,27.5862069,91.1111111111111,11,0,0
"1110",48061559,4681343.054,1934387.97,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.14,77.14,48060037,1445,133648,465240,480,430,"1980s/1990s","NORTHWEST","HAWKWOOD","Residential","No",1,61.509434,0,0,927.2920624,227.104921,0.206896552,42,29.25531915,56.38297872,14.36170213,30.56603774,89.5833333333333,14,0,0
"1111",48061560,4682217.787,1934193.431,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.13,77.13,48060037,1420,177959,503131,435,395,"1980s/1990s","NORTHWEST","HAWKWOOD","Residential","No",1,70.1195219,0,0,1732.912051,241.284309,0.172661871,44.3,25.68306011,61.74863388,12.56830601,20.71713147,90.8045977011494,18,0,0
"1112",48061561,4682691.664,1933816.941,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.13,77.13,48060037,1305,172768,470743,420,410,"1980s/1990s","NORTHWEST","HAWKWOOD","Residential","No",1,68.2242991,0,0,1760.117806,235.814584,0.171641791,42.6,29.7752809,58.98876404,11.23595506,20.56074766,97.6190476190476,18,0,0
"1113",48061564,4681089.211,1933384.468,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.05,77.05,48060041,960,115272,369191,345,295,"1960s/1970s","NORTHWEST","RANCHLANDS","Residential","No",1,61.6883117,0,0,1542.862462,180.214223,0.125,34.4,43.90243902,46.34146341,9.756097561,25.97402597,85.5072463768116,12,0,0
"1114",48061565,4680618.824,1932909.771,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.04,77.04,48060042,1005,91926,356394,360,215,"1960s/1970s","NORTHWEST","RANCHLANDS","Residential","No",1,60.7843137,0,0,1897.907326,159.829297,0.107692308,32,51.61290323,40.32258065,8.064516129,24.18300654,59.7222222222222,10,0,0
"1115",48061566,4682450.037,1930548.735,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.02,77.02,48060051,1440,52163,196795,710,240,"1960s/1970s","NORTHWEST","DALHOUSIE","Residential","No",1,66.5271967,0,0,2210.057679,118.458485,0.099009901,29.4,66.49484536,27.31958763,6.18556701,28.87029289,33.8028169014084,6,0,0
"1116",48061567,4687247.227,1933335.582,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.14,76.14,48060045,1460,104206,408541,475,440,"1980s/1990s","NORTH","SANDSTONE VALLEY","Residential","No",1,51.908397,1,1,707.5559046,112.337923,0.215547703,44.4,27.83505155,58.24742268,13.91752577,26.71755725,92.6315789473684,11,0,0
"1117",48061568,4689192.475,1931370.099,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.09,76.09,48060048,970,100710,326096,320,250,"1960s/1970s","NORTH","BEDDINGTON HEIGHTS","Residential","No",1,53.75,1,1,240.1536496,87.938024,0.216494845,37.8,45.18518519,40,14.81481481,26.875,78.125,11,0,0
"1118",48061569,4682496.11,1929473.023,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250066.02,66.02,48060056,850,66793,414818,375,160,"1960s/1970s","NORTHWEST","VARSITY","Residential","No",1,70,0,0,1716.056122,106.799137,0.25,30.8,45.94594595,36.03603604,18.01801802,18,42.6666666666667,7,0,0
"1119",48061570,4682074.025,1929275.695,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250066.02,66.02,48060056,1335,62799,374642,605,190,"1960s/1970s","NORTHWEST","VARSITY","Residential","No",1,65.6521739,0,0,1260.6168,106.553069,0.330827068,31.8,49.13294798,29.47976879,21.38728324,23.04347826,31.404958677686,7,0,0
"1120",48061571,4682875.191,1926559.675,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250066.01,66.01,48060064,1365,44918,5e+05,760,0,"1960s/1970s","NORTHWEST","UNIVERSITY HEIGHTS","Residential","No",1,69.1666667,0,0,1617.180328,94.575057,0.055350554,27.6,79.26829268,15.24390244,5.487804878,24.58333333,0,5,0,0
"1121",48061572,4680671.384,1927653.616,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250053,53,48060061,980,77683,497125,435,265,"1950s","NORTHWEST","MONTGOMERY","Residential","Yes",3,60.6060606,1,1,524.1819092,69.5531539999999,0.252525253,35.4,47.88732394,38.02816901,14.08450704,23.63636364,60.9195402298851,8,1,1
"1122",48061573,4680651.7,1930404.722,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250052.03,52.03,48060050,1045,237209,740161,410,380,"1960s/1970s","NORTHWEST","VARSITY","Residential","No",1,67.027027,1,1,602.2036897,96.466142,0.790178571,57.7,15.34090909,39.77272727,44.88636364,22.7027027,92.6829268292683,18,0,0
"1123",48061574,4680372.085,1932412.173,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250052.02,52.02,48060046,1205,112487,444212,460,420,"1960s/1970s","NORTHWEST","SILVER SPRINGS","Residential","No",1,71.0659899,0,0,1408.333926,146.915326,0.242677824,42.1,34.93975904,48.79518072,16.26506024,20.81218274,91.304347826087,12,0,0
"1124",48061575,4694119.585,1925368.838,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250038.15,38.15,48060077,565,80551,331348,160,160,"1960s/1970s","NORTHEAST","WHITEHORN","Residential","No",1,48.9130435,0,0,2787.045892,91.730094,0.766871166,47.2,27.27272727,33.05785124,39.66942149,19.56521739,100,9,0,0
"1125",48061576,4691384.935,1918371.915,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250036.01,36.01,48060123,1550,60548,244340,635,320,"1960s/1970s","EAST","DOVER","Residential","No",1,49.3975904,0,0,1767.697131,53.9751200000001,0.117845118,35.2,46.66666667,45.12820513,8.205128205,26.10441767,50.3937007874016,7,0,0
"1126",48061578,4678414.115,1921566.38,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250017.03,17.03,48060100,1140,57672,300876,635,170,"1950s","WEST","GLAMORGAN","Residential","No",1,49.2537313,0,0,1656.894148,122.354357,0.165217391,34.1,54.76190476,35.11904762,10.11904762,30.84577114,26.7716535433071,6,0,0
"1127",48061579,4679099.605,1923130.362,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250017.01,17.01,48060092,1590,69623,363130,700,285,"1950s","WEST","GLENBROOK","Residential","No",1,59.437751,0,0,2751.425605,139.626817,0.192307692,33.2,52.17391304,35.26570048,12.56038647,22.89156627,40.7142857142857,7,0,0
"1128",48061580,4683347.919,1915117.577,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250010,10,48060133,945,49762,389409,525,25,"1960s/1970s","SOUTH","ACADIA","Residential","No",1,40.7643312,0,0,1739.861643,58.815732,0.19047619,35.8,55.31914894,32.62411348,12.05673759,34.39490446,4.76190476190476,5,0,0
"1129",48061581,4683218.63,1914739.774,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250010,10,48060133,1540,51450,285728,770,265,"1960s/1970s","SOUTH","ACADIA","Residential","No",1,43.5424354,0,0,1826.492832,54.888766,0.459459459,37.9,47.15447154,27.64227642,25.20325203,34.31734317,34.4155844155844,6,0,0
"1130",48061582,4679952.905,1915105.428,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250007.04,7.04,48060128,1265,86374,374387,655,445,"1960s/1970s","SOUTH","PALLISER","Residential","No",1,69.7777778,0,0,1231.452486,94.7601500000001,0.604743083,45.5,37.25490196,31.37254902,31.37254902,21.33333333,67.9389312977099,9,0,0
"1131",48061583,4678222.248,1914390.94,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250007.02,7.02,48060134,1710,74898,330154,760,475,"1960s/1970s","SOUTH","CEDARBRAE","Residential","No",1,61.2903226,0,0,2494.409155,118.905856,0.145888594,37.1,49.62962963,41.11111111,9.259259259,23.65591398,62.5,8,0,0
"1132",48061584,4686240.695,1906001.828,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250002.1,2.1,48060160,1540,113361,420335,500,385,"1980s/1990s","SOUTHEAST","MCKENZIE LAKE","Residential","No",1,45.9227468,1,1,418.5414661,34.585043,0.073248408,32.2,43.16939891,51.91256831,4.918032787,32.1888412,77,12,0,0
"1133",48061585,4690782.865,1917740.015,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250002.02,2.02,48060124,1045,81773,261142,395,255,"1980s/1990s","EAST","ERIN WOODS","Residential","No",1,39.1812866,0,0,1724.382576,50.7624969999999,0.186602871,36.3,43.16546763,44.60431655,12.23021583,30.99415205,64.5569620253165,9,0,0
"1134",48061586,4691451.79,1917615.815,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250002.02,2.02,48060124,1085,96958,344421,370,355,"1980s/1990s","EAST","ERIN WOODS","Residential","No",3,32.8125,0,0,2253.034326,48.6505030000001,0.106837607,38,44.87179487,47.43589744,7.692307692,41.66666667,95.9459459459459,10,1,0
"1135",48061588,4684688.949,1910402.414,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250001.04,1.04,48060144,790,120922,365660,235,215,"1960s/1970s","SOUTH","QUEENSLAND","Residential","Yes",1,47.761194,0,0,778.4187462,34.098716,0.253623188,41.2,38.54166667,44.79166667,16.66666667,40.29850746,91.4893617021277,13,0,1
"1136",48061589,4685257.67,1910570.229,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250001.04,1.04,48060144,1145,182554,477556,460,390,"1980s/1990s","SOUTH","DIAMOND COVE","Residential","No",1,70.5882353,1,1,185.482375,19.321874,0.222689076,45.5,28.99408284,56.80473373,14.20118343,19.11764706,84.7826086956522,18,0,0
"1137",48061597,4678987.733,1927459.451,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250049.03,49.03,48060062,670,354467,536382,260,245,"1980s/1990s","WEST","PATTERSON","Residential","No",1,75.4901961,0,0,867.6998738,201.881197,0.274074074,43.2,32.63157895,50.52631579,16.84210526,19.60784314,94.2307692307692,18,0,0
"1138",48061598,4679000.495,1927077.161,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250049.03,49.03,48060062,460,68877,401311,240,135,"1980s/1990s","WEST","PATTERSON","Residential","No",1,65.3846154,0,0,1024.909162,219.587296,0.141304348,33.3,60,30,10,21.7948718,56.25,7,0,0
"1139",48061599,4678760.019,1927128.345,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250049.03,49.03,48060062,610,79430,292952,305,210,"1980s/1990s","WEST","COACH HILL","Residential","No",1,78.5046729,0,0,1202.270725,227.736921,0.181818182,34.7,60.91954023,28.73563218,10.34482759,14.95327103,68.8524590163934,8,0,0
"1140",48061600,4684249.335,1933238.617,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.16,77.16,48060040,1285,179256,561195,365,355,"1980s/1990s","NORTHWEST","EDGEMONT","Residential","No",1,64.8648649,0,0,2052.267104,236.115418,0.196850394,42.7,26.99386503,60.12269939,12.88343558,21.62162162,97.2602739726027,18,0,0
"1141",48061602,4684053.409,1932421.285,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.06,77.06,48060039,750,156755,500093,215,210,"1980s/1990s","NORTHWEST","EDGEMONT","Residential","No",1,57.2580645,0,0,2887.600772,229.581775,0.246376812,45.5,23.91304348,59.7826087,16.30434783,26.61290323,97.6744186046512,16,0,0
"1142",48061603,4683581.024,1932393.827,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.06,77.06,48060039,325,219419,640514,115,115,"1980s/1990s","NORTHWEST","EDGEMONT","Residential","No",1,67.7419355,0,0,3007.968721,225.384995,0.230769231,49.6,22.91666667,62.5,14.58333333,17.74193548,100,18,0,0
"1143",48061604,4681927.14,1934983.64,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.14,77.14,48060037,475,173635,473914,140,135,"1980s/1990s","NORTHWEST","HAWKWOOD","Residential","No",1,61.4457831,0,0,1357.799288,247.214711,0.08,33.8,32.20338983,61.01694915,6.779661017,22.89156627,96.4285714285714,18,0,0
"1144",48061605,4682097.374,1934721.14,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.14,77.14,48060037,985,107187,390526,330,310,"1980s/1990s","NORTHWEST","HAWKWOOD","Residential","No",1,68.3229814,0,0,1519.579097,246.157029,0.172588832,43,28.90625,60.15625,10.9375,19.8757764,93.9393939393939,11,0,0
"1145",48061606,4686594.375,1934493.904,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.2,77.2,48060032,515,249142,483221,155,150,"1980s/1990s","NORTH","HIDDEN VALLEY","Residential","No",1,60.2409639,1,1,491.108581,120.705791,0.048780488,37.7,38.29787234,53.19148936,8.510638298,28.91566265,96.7741935483871,18,0,0
"1146",48061607,4686098.782,1934693.008,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.2,77.2,48060032,390,119358,425173,135,105,"1980s/1990s","NORTH","HIDDEN VALLEY","Residential","No",1,70,0,0,772.6458136,134.190376,0.08411215,34.7,56.92307692,40,3.076923077,26.66666667,77.7777777777778,12,0,0
"1147",48061608,4686154.246,1934611.963,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.2,77.2,48060032,305,134054,412775,85,75,"1980s/1990s","NORTH","HIDDEN VALLEY","Residential","No",1,71.4285714,0,0,830.3625259,135.171588,0.06557377,35.3,48.57142857,48.57142857,2.857142857,21.42857143,88.2352941176471,14,0,0
"1148",48061609,4693073.351,1923377.343,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250038.11,38.11,48060091,870,47219,346578,280,135,"1960s/1970s","NORTHEAST","RUNDLE","Residential","No",1,36.9747899,0,0,3616.219196,80.6960750000001,0.201149425,30.8,50,34.31372549,15.68627451,33.61344538,48.2142857142857,5,0,0
"1149",48061610,4693152.938,1923132.442,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250038.11,38.11,48060091,250,98177,358097,80,80,"1960s/1970s","NORTHEAST","RUNDLE","Residential","No",1,31.9148936,0,0,3833.658721,78.947629,0.333333333,40.2,30.3030303,48.48484848,21.21212121,51.06382979,100,10,0,0
"1150",48061613,4685939.016,1914781.617,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250002.07,2.07,48060129,890,132124,518227,350,330,"1980s/1990s","SOUTHEAST","RIVERBEND","Residential","No",1,55.7692308,1,1,220.0773107,20.671272,0.191011236,46,26.35658915,60.46511628,13.17829457,23.71794872,94.2857142857143,14,0,0
"1151",48061614,4685930.772,1914818.731,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250002.07,2.07,48060129,255,95507,430798,95,90,"1980s/1990s","SOUTHEAST","RIVERBEND","Residential","No",1,59.5238095,1,1,182.1611545,28.0107009999999,0.137254902,46.2,20.58823529,67.64705882,11.76470588,14.28571429,94.7368421052632,10,0,0
"1152",48061615,4686551.475,1909995.805,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250002.06,2.06,48060143,490,189580,533007,170,160,"1980s/1990s","SOUTHEAST","DOUGLASDALE/GLEN","Residential","No",2,62.195122,1,1,398.8208179,15.9114629999999,0.214285714,45.8,28.57142857,57.14285714,14.28571429,28.04878049,94.1176470588235,18,1,0
"1153",48061616,4686447.911,1909596.998,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250002.06,2.06,48060143,1010,221838,598183,320,315,"1980s/1990s","SOUTHEAST","DOUGLASDALE/GLEN","Residential","No",5,70.0636943,1,1,79.30818454,16.2761069999999,0.186915888,45.7,25,61.48648649,13.51351351,19.10828026,98.4375,18,1,0
"1154",48061617,4682209.996,1906940.136,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250001.23,1.23,48060158,940,459947,857055,235,235,"1980s/1990s","SOUTH","SUNDANCE","Residential","No",1,60.5263158,1,1,49.1219266,37.13906,0.087719298,40.7,23.71134021,70.10309278,6.18556701,25,100,18,0,0
"1155",48061618,4682128.069,1906740.688,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250001.23,1.23,48060158,320,165518,630096,85,85,"1980s/1990s","SOUTH","SUNDANCE","Residential","No",1,63.1578947,1,1,189.5035095,37.0549209999999,0.068965517,38.5,25,68.75,6.25,14.03508772,100,17,0,0
"1156",48061619,4686888.042,1907356.295,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250002.12,2.12,48060153,755,110943,378375,265,260,"1980s/1990s","SOUTHEAST","MCKENZIE LAKE","Residential","No",1,66.1016949,1,1,321.9129889,35.1002309999999,0.092715232,34.4,54.16666667,40.625,5.208333333,20.33898305,98.1132075471698,12,0,0
"1157",48061620,4686347.249,1907530.189,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250002.12,2.12,48060153,1250,155046,550630,370,360,"1980s/1990s","SOUTHEAST","MCKENZIE LAKE","Residential","No",1,55.9782609,1,1,180.2192954,24.4049210000001,0.039370079,36.4,42.75862069,53.79310345,3.448275862,27.17391304,97.2972972972973,16,0,0
"1158",48061621,4690640.401,1932499.5,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.12,76.12,48060044,420,109402,393184,125,120,"1980s/1990s","NORTH","HARVEST HILLS","Residential","No",1,56.4516129,1,1,359.4797508,71.3078410000001,0.023809524,35.7,46,50,4,27.41935484,96,11,0,0
"1159",48061622,4690346.776,1932011.703,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.12,76.12,48060044,1310,111046,398824,455,410,"EMPLOYMENT","NORTH","AURORA BUSINESS PARK","Industrial","No",2,45.049505,1,1,681.6024577,66.476394,0.160305344,37.6,45.88235294,42.94117647,11.17647059,33.66336634,90.1098901098901,12,1,0
"1160",48061624,4690489.778,1933552.778,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.12,76.12,48060044,885,118728,390670,305,300,"1980s/1990s","NORTH","HARVEST HILLS","Residential","No",1,54,1,1,343.1053813,74.8399569999999,0.214689266,41.3,33.61344538,50.42016807,15.96638655,21.33333333,98.3606557377049,12,0,0
"1161",48061625,4690125.652,1933280.773,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.12,76.12,48060044,685,119998,395724,215,210,"1980s/1990s","NORTH","HARVEST HILLS","Residential","No",1,46.0176991,0,1,516.8665501,86.408236,0.076388889,35.6,50,44.18604651,5.813953488,38.9380531,97.6744186046512,12,0,0
"1162",48061627,4690469.406,1933281.514,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.12,76.12,48060044,350,138614,434999,100,85,"1980s/1990s","NORTH","HARVEST HILLS","Residential","No",2,62,1,1,199.9576041,70.727693,0.114285714,36.4,40.47619048,52.38095238,7.142857143,20,85,14,1,0
"1163",48061628,4685891.978,1934506.344,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.2,77.2,48060032,1105,107070,402727,360,335,"1980s/1990s","NORTH","HIDDEN VALLEY","Residential","No",1,64.375,0,1,797.5422299,145.267357,0.058558559,33,56.20437956,38.68613139,5.109489051,20.625,93.0555555555556,11,0,0
"1164",48061629,4685494.337,1934742.601,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.2,77.2,48060032,490,113309,380157,150,115,"1980s/1990s","NORTH","HIDDEN VALLEY","Residential","No",1,64.2857143,1,1,420.2523243,155.325234,0.030612245,33.5,67.1875,29.6875,3.125,27.14285714,76.6666666666667,12,0,0
"1165",48061630,4696526.808,1925631.339,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250038.28,38.28,48060072,1445,78452,290163,450,225,"1980s/1990s","NORTHEAST","FALCONRIDGE","Residential","No",1,46.8181818,0,1,561.9133051,88.1616779999999,0.103806228,31.4,52.27272727,39.77272727,7.954545455,28.18181818,50,8,0,0
"1166",48061631,4695530.371,1925755.99,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250038.17,38.17,48060075,790,68216,284999,260,135,"1980s/1990s","NORTHEAST","FALCONRIDGE","Residential","No",1,44,0,0,1502.863992,89.602122,0.094936709,32.2,53,39,8,40.8,51.9230769230769,7,0,0
"1167",48061632,4696315.062,1922742.835,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250038.22,38.22,48060096,1005,77396,241638,435,380,"2000s","NORTHEAST","MONTEREY PARK","Residential","No",1,36.7021277,0,0,2261.024648,72.7183640000001,0.721393035,55.9,19.04761905,41.66666667,39.28571429,34.04255319,87.3563218390805,8,0,0
"1168",48061633,4696141.919,1922068.392,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250038.22,38.22,48060096,565,86517,485026,145,130,"2000s","NORTHEAST","MONTEREY PARK","Residential","No",1,39.3258427,0,0,2957.179996,71.462667,0.298245614,40.4,33.76623377,46.75324675,19.48051948,34.83146067,89.6551724137931,9,0,0
"1169",48061635,4686624.56,1913563.334,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250002.08,2.08,48060131,1110,106293,379040,375,360,"1980s/1990s","SOUTHEAST","RIVERBEND","Residential","No",1,62.5,0,0,839.9606623,22.902754,0.135135135,38.4,37.85714286,53.57142857,8.571428571,23.80952381,96,11,0,0
"1170",48061636,4681526.406,1909133.836,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250001.08,1.08,48060147,845,91585,371244,315,250,"1960s/1970s","SOUTH","MIDNAPORE","Residential","No",1,49.6402878,0,1,623.4725808,42.9609069999999,0.171597633,37,41.88034188,47.00854701,11.11111111,27.3381295,79.3650793650794,10,0,0
"1171",48061637,4688492.145,1932062.06,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250076.09,76.09,48060048,610,117301,340970,205,170,"1960s/1970s","NORTH","BEDDINGTON HEIGHTS","Residential","No",1,43.2989691,1,1,386.65276,94.5285979999999,0.169491525,38,40.24390244,48.7804878,10.97560976,39.17525773,82.9268292682927,12,0,0
"1172",48061638,4679093.871,1925641.209,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250049.02,49.02,48060076,720,158032,534967,260,255,"1980s/1990s","WEST","STRATHCONA PARK","Residential","No",1,68.5950413,0,0,1831.20989,192.014744,0.230769231,40.5,35.78947368,49.47368421,14.73684211,19.83471074,98.0769230769231,16,0,0
"1173",48061639,4682653.65,1933706.864,4806,"Division No.  6","CDR",4806016,"Calgary",4806016,"Calgary","CY",4830,"Calgary",825,1,825,48825,"Calgary","B",8250077.13,77.13,48060037,655,148714,441582,230,220,"1980s/1990s","NORTHWEST","HAWKWOOD","Residential","No",1,77.8761062,0,0,1875.781038,240.433026,0.098591549,41.6,31.91489362,60.63829787,7.446808511,16.81415929,95.6521739130435,15,0,0
